Unnamed: 0,repo_name,repo_owner,git_url,api_base_url,source_type,access_token,lang,commits,defective,done
1,FastDFS_Client,tobato,https://github.com/tobato/FastDFS_Client,http://api.github.com,github_repo,,Java,75,11,1
1,Telecine,JakeWharton,https://github.com/JakeWharton/Telecine,http://api.github.com,github_repo,,Java,263,11,1
0,Bolts-Android,BoltsFramework,https://github.com/BoltsFramework/Bolts-Android,http://api.github.com,github_repo,,Java,197,11,1
1,jieba-analysis,huaban,https://github.com/huaban/jieba-analysis,http://api.github.com,github_repo,,Java,107,11,1
0,gcm,google,https://github.com/google/gcm,http://api.github.com,github_repo,,Java,117,11,1
0,android-crop,jdamcd,https://github.com/jdamcd/android-crop,http://api.github.com,github_repo,,Java,212,36,1
1,quartz,quartz-scheduler,https://github.com/quartz-scheduler/quartz,http://api.github.com,github_repo,,Java,758,36,1
0,jenkins-gitlab-merge-request-builder-plugin,timols,https://github.com/timols/jenkins-gitlab-merge-request-builder-plugin,http://api.github.com,github_repo,,Java,226,36,1
1,react-native-background-geolocation,mauron85,https://github.com/mauron85/react-native-background-geolocation,http://api.github.com,github_repo,,Java,341,39,1
0,ActiveAndroid,pardom-zz,https://github.com/pardom-zz/ActiveAndroid,http://api.github.com,github_repo,,Java,284,44,1
1,cardslib,gabrielemariotti,https://github.com/gabrielemariotti/cardslib,http://api.github.com,github_repo,,Java,652,50,1
0,DragonProxy,DragonetMC,https://github.com/DragonetMC/DragonProxy,http://api.github.com,github_repo,,Java,122,55,1
0,HdrHistogram,HdrHistogram,https://github.com/HdrHistogram/HdrHistogram,http://api.github.com,github_repo,,Java,725,90,1
1,json,flori,https://github.com/flori/json,http://api.github.com,github_repo,,Java,788,91,1
0,xmrwallet,m2049r,https://github.com/m2049r/xmrwallet,http://api.github.com,github_repo,,Java,645,91,1
1,elasticsearch-jdbc,jprante,https://github.com/jprante/elasticsearch-jdbc,http://api.github.com,github_repo,,Java,452,93,1
0,Android-DFU-Library,NordicSemiconductor,https://github.com/NordicSemiconductor/Android-DFU-Library,http://api.github.com,github_repo,,Java,400,95,1
1,yaxim,yaxim-org,https://github.com/yaxim-org/yaxim,http://api.github.com,github_repo,,Java,1502,96,1
0,javacv,bytedeco,https://github.com/bytedeco/javacv,http://api.github.com,github_repo,,Java,457,96,1
1,Guns,stylefeng,https://github.com/stylefeng/Guns,http://api.github.com,github_repo,,Java,1109,96,1
0,tilesfx,HanSolo,https://github.com/HanSolo/tilesfx,http://api.github.com,github_repo,,Java,733,114,1
1,ssdb,ideawu,https://github.com/ideawu/ssdb.git,http://api.github.com,github_repo,,C++,1137,115,1
0,Rosie,Karumi,https://github.com/Karumi/Rosie,http://api.github.com,github_repo,,Java,459,115,1
1,andOTP,andOTP,https://github.com/andOTP/andOTP,http://api.github.com,github_repo,,Java,914,115,1
0,gumtree,GumTreeDiff,https://github.com/GumTreeDiff/gumtree,http://api.github.com,github_repo,,Java,661,116,1
1,flinkStreamSQL,DTStack,https://github.com/DTStack/flinkStreamSQL,http://api.github.com,github_repo,,Java,998,117,1
0,bitbucket-branch-source-plugin,jenkinsci,https://github.com/jenkinsci/bitbucket-branch-source-plugin,http://api.github.com,github_repo,,Java,621,122,1
1,eclipse-collections,eclipse,https://github.com/eclipse/eclipse-collections,http://api.github.com,github_repo,,Java,1111,122,1
0,git-commit-id-maven-plugin,git-commit-id,https://github.com/git-commit-id/git-commit-id-maven-plugin,http://api.github.com,github_repo,,Java,983,128,1
1,openstack-java-sdk,woorea,https://github.com/woorea/openstack-java-sdk,http://api.github.com,github_repo,,Java,696,128,1
0,luwak,flaxsearch,https://github.com/flaxsearch/luwak,http://api.github.com,github_repo,,Java,575,128,1
1,SimianArmy,Netflix,https://github.com/Netflix/SimianArmy,http://api.github.com,github_repo,,Java,800,130,1
1,wasabi,intuit,https://github.com/intuit/wasabi,http://api.github.com,github_repo,,Java,1084,133,1
0,governator,Netflix,https://github.com/Netflix/governator,http://api.github.com,github_repo,,Java,1096,156,1
1,spring-cloud-consul,spring-cloud,https://github.com/spring-cloud/spring-cloud-consul,http://api.github.com,github_repo,,Java,752,157,1
0,athenz,yahoo,https://github.com/yahoo/athenz,http://api.github.com,github_repo,,Java,1237,164,1
1,materialistic,hidroh,https://github.com/hidroh/materialistic,http://api.github.com,github_repo,,Java,1731,166,1
0,SecurityShepherd,OWASP,https://github.com/OWASP/SecurityShepherd,http://api.github.com,github_repo,,Java,757,176,1
1,influxdb-java,influxdata,https://github.com/influxdata/influxdb-java,http://api.github.com,github_repo,,Java,1040,203,1
0,spikes,novoda,https://github.com/novoda/spikes,http://api.github.com,github_repo,,Java,2972,205,1
1,ff4j,ff4j,https://github.com/ff4j/ff4j,http://api.github.com,github_repo,,Java,940,205,1
0,ion,koush,https://github.com/koush/ion,http://api.github.com,github_repo,,Java,842,206,1
1,ChromeLikeTabSwitcher,michael-rapp,https://github.com/michael-rapp/ChromeLikeTabSwitcher,http://api.github.com,github_repo,,Java,1263,206,1
0,openstack4j,ContainX,https://github.com/ContainX/openstack4j,http://api.github.com,github_repo,,Java,1607,208,1
1,artifactory-plugin,jenkinsci,https://github.com/jenkinsci/artifactory-plugin,http://api.github.com,github_repo,,Java,1843,209,1
0,openmrs-module-webservices.rest,openmrs,https://github.com/openmrs/openmrs-module-webservices.rest,http://api.github.com,github_repo,,Java,1512,210,1
1,java-memcached-client,dustin,https://github.com/dustin/java-memcached-client,http://api.github.com,github_repo,,Java,978,210,1
0,parboiled,sirthias,https://github.com/sirthias/parboiled,http://api.github.com,github_repo,,Java,729,210,1
1,open-event-organizer-android,fossasia,https://github.com/fossasia/open-event-organizer-android,http://api.github.com,github_repo,,Java,1049,211,1
1,jline2,jline,https://github.com/jline/jline2,http://api.github.com,github_repo,,Java,738,212,1
0,gwt-bootstrap,gwtbootstrap,https://github.com/gwtbootstrap/gwt-bootstrap,http://api.github.com,github_repo,,Java,983,212,1
1,waffle,Waffle,https://github.com/Waffle/waffle,http://api.github.com,github_repo,,Java,2714,212,1
1,android-async-http,android-async-http,https://github.com/android-async-http/android-async-http,http://api.github.com,github_repo,,Java,890,214,1
0,logbook,zalando,https://github.com/zalando/logbook,http://api.github.com,github_repo,,Java,1366,217,1
1,config,lightbend,https://github.com/lightbend/config,http://api.github.com,github_repo,,Java,994,219,1
0,jzmq,zeromq,https://github.com/zeromq/jzmq,http://api.github.com,github_repo,,Java,654,221,1
1,fest-assert-2.x,alexruiz,https://github.com/alexruiz/fest-assert-2.x,http://api.github.com,github_repo,,Java,511,223,1
0,spring-social-facebook,spring-projects,https://github.com/spring-projects/spring-social-facebook,http://api.github.com,github_repo,,Java,1301,223,1
1,jediterm,JetBrains,https://github.com/JetBrains/jediterm,http://api.github.com,github_repo,,Java,903,223,1
0,netty-socketio,mrniko,https://github.com/mrniko/netty-socketio,http://api.github.com,github_repo,,Java,828,224,1
1,pi4j,Pi4J,https://github.com/Pi4J/pi4j,http://api.github.com,github_repo,,Java,1029,225,1
0,lcm,lcm-proj,https://github.com/lcm-proj/lcm,http://api.github.com,github_repo,,Java,1166,226,1
1,jmeter-maven-plugin,jmeter-maven-plugin,https://github.com/jmeter-maven-plugin/jmeter-maven-plugin,http://api.github.com,github_repo,,Java,903,226,1
0,find-sec-bugs,find-sec-bugs,https://github.com/find-sec-bugs/find-sec-bugs,http://api.github.com,github_repo,,Java,1170,228,1
1,mongo-hadoop,mongodb,https://github.com/mongodb/mongo-hadoop,http://api.github.com,github_repo,,Java,1179,228,1
0,jackson-dataformat-xml,FasterXML,https://github.com/FasterXML/jackson-dataformat-xml,http://api.github.com,github_repo,,Java,1140,229,1
1,ice-demos,zeroc-ice,https://github.com/zeroc-ice/ice-demos,http://api.github.com,github_repo,,Java,1525,231,1
0,librec,guoguibing,https://github.com/guoguibing/librec,http://api.github.com,github_repo,,Java,1077,231,1
1,spring-cloud-function,spring-cloud,https://github.com/spring-cloud/spring-cloud-function,http://api.github.com,github_repo,,Java,839,232,1
0,multi-model-server,awslabs,https://github.com/awslabs/multi-model-server,http://api.github.com,github_repo,,Java,1161,233,1
1,mapbox-android-demo,mapbox,https://github.com/mapbox/mapbox-android-demo,http://api.github.com,github_repo,,Java,900,234,1
0,cruise-control,linkedin,https://github.com/linkedin/cruise-control,http://api.github.com,github_repo,,Java,553,236,1
1,allure2,allure-framework,https://github.com/allure-framework/allure2,http://api.github.com,github_repo,,Java,623,237,1
1,mjolnir,mjolnir-io,https://github.com/mjolnir-io/mjolnir.git,http://api.github.com,github_repo,,C,1501,239,1
0,mamute,caelum,https://github.com/caelum/mamute,http://api.github.com,github_repo,,Java,3661,239,1
1,libsodium,jedisct1,https://github.com/jedisct1/libsodium.git,http://api.github.com,github_repo,,C,3740,240,1
0,giraph,apache,https://github.com/apache/giraph,http://api.github.com,github_repo,,Java,1111,241,1
1,remote-desktop-clients,iiordanov,https://github.com/iiordanov/remote-desktop-clients,http://api.github.com,github_repo,,Java,796,242,1
0,astyanax,Netflix,https://github.com/Netflix/astyanax,http://api.github.com,github_repo,,Java,1010,242,1
1,javacpp,bytedeco,https://github.com/bytedeco/javacpp,http://api.github.com,github_repo,,Java,695,243,1
0,XChart,knowm,https://github.com/knowm/XChart,http://api.github.com,github_repo,,Java,1181,244,1
1,cucumber,cucumber,https://github.com/cucumber/cucumber,http://api.github.com,github_repo,,Java,3785,245,1
0,maps,react-native-mapbox-gl,https://github.com/react-native-mapbox-gl/maps,http://api.github.com,github_repo,,Java,1718,245,1
1,stripe-java,stripe,https://github.com/stripe/stripe-java,http://api.github.com,github_repo,,Java,1786,246,1
0,HoloEverywhere,Prototik,https://github.com/Prototik/HoloEverywhere,http://api.github.com,github_repo,,Java,798,247,1
1,RSyntaxTextArea,bobbylight,https://github.com/bobbylight/RSyntaxTextArea,http://api.github.com,github_repo,,Java,713,247,1
0,malmo,microsoft,https://github.com/microsoft/malmo,http://api.github.com,github_repo,,Java,1768,251,1
1,GCViewer,chewiebug,https://github.com/chewiebug/GCViewer,http://api.github.com,github_repo,,Java,741,251,1
0,lucida,claritylab,https://github.com/claritylab/lucida,http://api.github.com,github_repo,,Java,2202,253,1
1,handlebars.java,jknack,https://github.com/jknack/handlebars.java,http://api.github.com,github_repo,,Java,916,254,1
0,stringtemplate4,antlr,https://github.com/antlr/stringtemplate4,http://api.github.com,github_repo,,Java,941,256,1
1,RxNetty,ReactiveX,https://github.com/ReactiveX/RxNetty,http://api.github.com,github_repo,,Java,927,257,1
0,ghprb-plugin,jenkinsci,https://github.com/jenkinsci/ghprb-plugin,http://api.github.com,github_repo,,Java,1263,258,1
1,xmemcached,killme2008,https://github.com/killme2008/xmemcached,http://api.github.com,github_repo,,Java,884,262,1
0,guacamole-client,apache,https://github.com/apache/guacamole-client,http://api.github.com,github_repo,,Java,5350,262,1
1,KernelAdiutor,Grarak,https://github.com/Grarak/KernelAdiutor,http://api.github.com,github_repo,,Java,1395,262,1
0,chat-sdk-android,chat-sdk,https://github.com/chat-sdk/chat-sdk-android,http://api.github.com,github_repo,,Java,666,263,1
0,Duke,larsga,https://github.com/larsga/Duke,http://api.github.com,github_repo,,Java,637,263,1
1,EhViewer,seven332,https://github.com/seven332/EhViewer,http://api.github.com,github_repo,,Java,2376,264,1
0,goclipse,GoClipse,https://github.com/GoClipse/goclipse,http://api.github.com,github_repo,,Java,2925,267,1
1,Jest,searchbox-io,https://github.com/searchbox-io/Jest,http://api.github.com,github_repo,,Java,1147,268,1
0,flume,apache,https://github.com/apache/flume,http://api.github.com,github_repo,,Java,1808,268,1
1,android-testdpc,googlesamples,https://github.com/googlesamples/android-testdpc,http://api.github.com,github_repo,,Java,952,270,1
0,samourai-wallet-android,Samourai-Wallet,https://github.com/Samourai-Wallet/samourai-wallet-android,http://api.github.com,github_repo,,Java,2626,271,1
1,jbehave-core,jbehave,https://github.com/jbehave/jbehave-core,http://api.github.com,github_repo,,Java,2402,273,1
1,pushy,relayrides,https://github.com/relayrides/pushy,http://api.github.com,github_repo,,Java,1454,274,1
0,boon,boonproject,https://github.com/boonproject/boon,http://api.github.com,github_repo,,Java,962,274,1
1,spring-data-solr,spring-projects,https://github.com/spring-projects/spring-data-solr,http://api.github.com,github_repo,,Java,858,276,1
1,javassist,jboss-javassist,https://github.com/jboss-javassist/javassist,http://api.github.com,github_repo,,Java,918,276,1
0,spock,spockframework,https://github.com/spockframework/spock,http://api.github.com,github_repo,,Java,2589,277,1
1,PageTurner,NightWhistler,https://github.com/NightWhistler/PageTurner,http://api.github.com,github_repo,,Java,1262,278,1
0,univocity-parsers,uniVocity,https://github.com/uniVocity/univocity-parsers,http://api.github.com,github_repo,,Java,841,279,1
1,twilio-java,twilio,https://github.com/twilio/twilio-java,http://api.github.com,github_repo,,Java,1860,280,1
0,interview,mission-peace,https://github.com/mission-peace/interview,http://api.github.com,github_repo,,Java,805,285,1
1,mosh,keithw,https://github.com/keithw/mosh.git,http://api.github.com,github_repo,,C++,1373,286,1
0,jsprit,graphhopper,https://github.com/graphhopper/jsprit,http://api.github.com,github_repo,,Java,2061,289,1
1,focus-android,mozilla-mobile,https://github.com/mozilla-mobile/focus-android,http://api.github.com,github_repo,,Java,2590,290,1
0,spring-cloud-commons,spring-cloud,https://github.com/spring-cloud/spring-cloud-commons,http://api.github.com,github_repo,,Java,1123,291,1
1,proxygen,facebook,https://github.com/facebook/proxygen.git,http://api.github.com,github_repo,,C++,5419,292,1
0,spring-hateoas,spring-projects,https://github.com/spring-projects/spring-hateoas,http://api.github.com,github_repo,,Java,744,292,1
1,flinkx,DTStack,https://github.com/DTStack/flinkx,http://api.github.com,github_repo,,Java,1511,292,1
0,streamex,amaembo,https://github.com/amaembo/streamex,http://api.github.com,github_repo,,Java,1226,292,1
1,testcontainers-java,testcontainers,https://github.com/testcontainers/testcontainers-java,http://api.github.com,github_repo,,Java,1766,293,1
0,connectbot,connectbot,https://github.com/connectbot/connectbot,http://api.github.com,github_repo,,Java,1785,297,1
1,json-schema,everit-org,https://github.com/everit-org/json-schema,http://api.github.com,github_repo,,Java,986,297,1
0,shadowsocks-csharp,shadowsocks,https://github.com/shadowsocks/shadowsocks-csharp.git,http://api.github.com,github_repo,,C#,1326,298,1
1,msf4j,wso2,https://github.com/wso2/msf4j,http://api.github.com,github_repo,,Java,2425,298,1
0,spring-kafka,spring-projects,https://github.com/spring-projects/spring-kafka,http://api.github.com,github_repo,,Java,959,299,1
1,HiBench,Intel-bigdata,https://github.com/Intel-bigdata/HiBench,http://api.github.com,github_repo,,Java,1482,301,1
0,embulk,embulk,https://github.com/embulk/embulk,http://api.github.com,github_repo,,Java,2700,304,1
1,jbake,jbake-org,https://github.com/jbake-org/jbake,http://api.github.com,github_repo,,Java,931,305,1
0,gravitee-gateway,gravitee-io,https://github.com/gravitee-io/gravitee-gateway,http://api.github.com,github_repo,,Java,1393,307,1
1,jcodec,jcodec,https://github.com/jcodec/jcodec,http://api.github.com,github_repo,,Java,825,308,1
0,spring-social,spring-projects,https://github.com/spring-projects/spring-social,http://api.github.com,github_repo,,Java,1737,308,1
1,CameraView,natario1,https://github.com/natario1/CameraView,http://api.github.com,github_repo,,Java,575,311,1
0,cameraview,google,https://github.com/google/cameraview,http://api.github.com,github_repo,,Java,575,311,1
1,py4j,bartdag,https://github.com/bartdag/py4j,http://api.github.com,github_repo,,Java,736,311,1
0,schema-registry,confluentinc,https://github.com/confluentinc/schema-registry,http://api.github.com,github_repo,,Java,2457,312,1
1,download-manager,novoda,https://github.com/novoda/download-manager,http://api.github.com,github_repo,,Java,2825,314,1
1,AppiumTestDistribution,AppiumTestDistribution,https://github.com/AppiumTestDistribution/AppiumTestDistribution,http://api.github.com,github_repo,,Java,682,317,1
0,incubator-hudi,apache,https://github.com/apache/incubator-hudi,http://api.github.com,github_repo,,Java,805,318,1
1,SignalR,SignalR,https://github.com/SignalR/SignalR.git,http://api.github.com,github_repo,,C#,4683,319,1
0,XposedInstaller,rovo89,https://github.com/rovo89/XposedInstaller,http://api.github.com,github_repo,,Java,1048,319,1
1,spring-cloud-aws,spring-cloud,https://github.com/spring-cloud/spring-cloud-aws,http://api.github.com,github_repo,,Java,1459,320,1
0,rtmp-rtsp-stream-client-java,pedroSG94,https://github.com/pedroSG94/rtmp-rtsp-stream-client-java,http://api.github.com,github_repo,,Java,660,325,1
1,spring-data-rest,spring-projects,https://github.com/spring-projects/spring-data-rest,http://api.github.com,github_repo,,Java,1220,325,1
0,PokeGOAPI-Java,Grover-c13,https://github.com/Grover-c13/PokeGOAPI-Java,http://api.github.com,github_repo,,Java,785,326,1
1,github-api,github-api,https://github.com/github-api/github-api,http://api.github.com,github_repo,,Java,1997,326,1
1,Book-Catalogue,eleybourn,https://github.com/eleybourn/Book-Catalogue,http://api.github.com,github_repo,,Java,1367,327,1
1,RedReader,QuantumBadger,https://github.com/QuantumBadger/RedReader,http://api.github.com,github_repo,,Java,1317,328,1
